Entry	EC number	genus
GB_GCA_900546115.1	102106	165190
GB_GCA_900547855.1	102106	165190
GB_GCA_958348475.1	102106	165190
GB_GCA_902494195.1	102106	165190
GB_GCA_900542275.1	102106	165190
GB_GCA_900556875.1	102106	165190
GB_GCA_937982065.1	102106	165190
GB_GCA_902496115.1	102106	165190
GB_GCA_900554495.1	102106	165190
GB_GCA_958407085.1	102106	165190
RS_GCF_028209395.1	102106	74426
GB_GCA_018376905.1	102106	1965294
GB_GCA_902489855.1	102106	165190
GB_GCA_902470345.1	102106	165190
GB_GCA_958432255.1	102106	165190
GB_GCA_902495355.1	102106	165190
GB_GCA_900541745.1	102106	165190
GB_GCA_900548935.1	102106	165190
GB_GCA_937950325.1	102106	165190
GB_GCA_934668875.1	102106	165190
GB_GCA_937937635.1	102106	165190
GB_GCA_902494035.1	102106	165190
GB_GCA_900541175.1	102106	165190
GB_GCA_900760325.1	102106	165190
GB_GCA_900541665.1	102106	165190
GB_GCA_958419975.1	102106	165190
GB_GCA_900554255.1	102106	165190
GB_GCA_902482185.1	102106	165190
GB_GCA_902464645.1	102106	165190
RS_GCF_015553355.1	102106	74426
GB_GCA_902478945.1	102106	165190
GB_GCA_018376265.1	102106	1965294
GB_GCA_959021215.1	102106	165190
GB_GCA_958453935.1	102106	165190
GB_GCA_900541785.1	102106	165190
GB_GCA_900546475.1	102106	165190
GB_GCA_900752345.1	102106	165190
GB_GCA_900759435.1	102106	165190
GB_GCA_902493125.1	102106	165190
GB_GCA_900542155.1	102106	165190
GB_GCA_902470695.1	102106	165190
GB_GCA_900552875.1	102106	165190
GB_GCA_902496645.1	102106	165190
GB_GCA_900543645.1	102106	165190
GB_GCA_019425045.1	102106	1965294
RS_GCF_003437035.1	102106	2292333
GB_GCA_958421275.1	102106	165190
GB_GCA_900553705.1	102106	165190
GB_GCA_900544205.1	102106	165190
GB_GCA_958348565.1	102106	165190
GB_GCA_938039325.1	102106	165190
GB_GCA_905197595.1	102106	165190
GB_GCA_949288855.1	102106	165190
GB_GCA_900754525.1	102106	165190
GB_GCA_958439775.1	102106	165190
GB_GCA_900545835.1	102106	165190
GB_GCA_900543025.1	102106	165190
GB_GCA_938045065.1	102106	165190
GB_GCA_900759045.1	102106	165190
RS_GCF_030373545.1	102106	626935
GB_GCA_938005465.1	102106	165190
GB_GCA_934647195.1	102106	165190
GB_GCA_902494565.1	102106	165190
RS_GCF_020181355.1	102106	74426
GB_GCA_902490365.1	102106	165190
GB_GCA_019414445.1	102106	1965294
GB_GCA_019419545.1	102106	1965294
RS_GCF_016902615.1	102106	626935
GB_GCA_900751665.1	102106	165190
GB_GCA_900545905.1	102106	165190
RS_GCF_021531055.1	102106	626935
GB_GCA_900554905.1	102106	165190
GB_GCA_900552685.1	102106	165190
GB_GCA_900547125.1	102106	165190
GB_GCA_902490325.1	102106	165190
GB_GCA_959020715.1	102106	165190
GB_GCA_900547235.1	102106	165190
GB_GCA_900545145.1	102106	165190
GB_GCA_902478835.1	102106	165190
GB_GCA_900545485.1	102106	165190
GB_GCA_958415625.1	102106	165190
GB_GCA_900547285.1	102106	165190
GB_GCA_959018755.1	102106	165190
GB_GCA_900540945.1	102106	165190
GB_GCA_900548565.1	102106	165190
GB_GCA_934621295.1	102106	165190
GB_GCA_900546455.1	102106	165190
GB_GCA_900540845.1	102106	165190
GB_GCA_900761085.1	102106	165190
GB_GCA_902476475.1	102106	165190
GB_GCA_958436995.1	102106	165190
GB_GCA_900547655.1	102106	165190
GB_GCA_937943045.1	102106	165190
RS_GCF_900176655.1	102106	1870987
GB_GCA_900545505.1	102106	165190
GB_GCA_958403395.1	102106	165190
GB_GCA_958439425.1	102106	165190
GB_GCA_900551635.1	102106	165190
GB_GCA_900547835.1	102106	165190
GB_GCA_019414025.1	102106	1965294
GB_GCA_900552395.1	102106	165190
GB_GCA_019419645.1	102106	1965294
GB_GCA_902496945.1	102106	165190
GB_GCA_900542165.1	102106	165190
GB_GCA_018363345.1	102106	1965294
GB_GCA_900551015.1	102106	165190
GB_GCA_902479045.1	102106	165190
GB_GCA_900541205.1	102106	165190
RS_GCF_003438495.1	102106	2292330
GB_GCA_900761035.1	102106	165190
GB_GCA_900757185.1	102106	165190
RS_GCF_003436275.1	102106	2292343
GB_GCA_905210085.1	102106	165190
GB_GCA_900545445.1	102106	165190
GB_GCA_900544895.1	102106	165190
GB_GCA_900758885.1	102106	165190
GB_GCA_900762015.1	102106	165190
GB_GCA_902464565.1	102106	165190
GB_GCA_902494935.1	102106	165190
GB_GCA_902490245.1	102106	165190
GB_GCA_902494765.1	102106	165190
GB_GCA_947003675.1	102106	165190
GB_GCA_902496375.1	102106	165190
GB_GCA_958348985.1	102106	165190
GB_GCA_900757495.1	102106	165190
GB_GCA_900541795.1	102106	165190
GB_GCA_934630385.1	102106	165190
GB_GCA_900543275.1	102106	165190
GB_GCA_958427355.1	102106	165190
GB_GCA_019414625.1	102106	1965294
GB_GCA_902494535.1	102106	165190
GB_GCA_900542325.1	102106	165190
RS_GCF_002736145.1	102106	74426
GB_GCA_900752545.1	102106	165190
GB_GCA_958370325.1	102106	165190
GB_GCA_958438125.1	102106	165190
GB_GCA_902492235.1	102106	165190
GB_GCA_021639365.1	102106	74426
GB_GCA_902491565.1	102106	165190
GB_GCA_900542315.1	102106	165190
GB_GCA_900544875.1	102106	165190
GB_GCA_905204415.1	102106	165190
GB_GCA_900545605.1	102106	165190
GB_GCA_900549655.1	102106	165190
GB_GCA_900760905.1	102106	165190
GB_GCA_900541035.1	102106	165190
GB_GCA_902489295.1	102106	165190
GB_GCA_900544225.1	102106	165190
GB_GCA_900550205.1	102106	165190
GB_GCA_958452935.1	102106	165190
GB_GCA_019414385.1	102106	1965294
GB_GCA_019419505.1	102106	1965294
GB_GCA_902469435.1	102106	165190
GB_GCA_029264355.1	102106	1965294
GB_GCA_019414565.1	102106	1965294
GB_GCA_021641225.1	102106	74426
GB_GCA_958369225.1	102106	165190
GB_GCA_902465425.1	102106	165190
RS_GCF_028206795.1	102106	74426
GB_GCA_902489665.1	102106	165190
GB_GCA_018377855.1	102106	1965294
GB_GCA_959596495.1	102106	165190
GB_GCA_018363405.1	102106	1965294
GB_GCA_019413955.1	102106	1965294
GB_GCA_947001705.1	102106	165190
GB_GCA_018381235.1	102106	1965294
RS_GCF_019131995.1	102106	74426
GB_GCA_902475785.1	102106	165190
GB_GCA_949294785.1	102106	165190
GB_GCA_902494085.1	102106	165190
GB_GCA_019424905.1	102106	1965294
GB_GCA_902470765.1	102106	165190
GB_GCA_900552995.1	102106	165190
GB_GCA_900553475.1	102106	165190
GB_GCA_902489965.1	102106	165190
GB_GCA_900543595.1	102106	165190
GB_GCA_900541285.1	102106	165190
GB_GCA_958443265.1	102106	165190
GB_GCA_902494625.1	102106	165190
GB_GCA_959023295.1	102106	165190
GB_GCA_900546525.1	102106	165190
GB_GCA_902493145.1	102106	165190
GB_GCA_900547025.1	102106	165190
GB_GCA_934630855.1	102106	165190
GB_GCA_900541715.1	102106	165190
GB_GCA_934654515.1	102106	165190
GB_GCA_905213325.1	102106	74426
GB_GCA_900540895.1	102106	165190
GB_GCA_900554645.1	102106	165190
GB_GCA_934876235.1	102106	2292207
GB_GCA_934654775.1	102106	165190
GB_GCA_900545075.1	102106	165190
GB_GCA_900555225.1	102106	165190
GB_GCA_900546085.1	102106	165190
GB_GCA_900549185.1	102106	165190
GB_GCA_958405195.1	102106	165190
GB_GCA_900555815.1	102106	165190
GB_GCA_900541195.1	102106	165190
GB_GCA_014871745.1	102106	1965294
GB_GCA_900549715.1	102106	165190
GB_GCA_902470805.1	102106	165190
GB_GCA_019414365.1	102106	1965294
GB_GCA_902470265.1	102106	165190
GB_GCA_900553415.1	102106	165190
GB_GCA_902470925.1	102106	165190
GB_GCA_959599615.1	102106	165190
GB_GCA_900541695.1	102106	165190
GB_GCA_900541005.1	102106	165190
GB_GCA_900542715.1	102106	165190
RS_GCF_028209885.1	102106	74426
GB_GCA_900550965.1	102106	165190
GB_GCA_900552185.1	102106	165190
GB_GCA_958405565.1	102106	165190
GB_GCA_900768435.1	102106	165190
GB_GCA_019424945.1	102106	1965294
GB_GCA_902405995.1	102106	165190
GB_GCA_959027945.1	102106	165190
GB_GCA_937984005.1	102106	165190
GB_GCA_019414505.1	102106	1965294
GB_GCA_900544095.1	102106	165190
GB_GCA_902482045.1	102106	165190
GB_GCA_900763515.1	102106	165190
GB_GCA_902494585.1	102106	165190
GB_GCA_019419625.1	102106	1965294
GB_GCA_019414055.1	102106	1965294
GB_GCA_019414325.1	102106	1965294
GB_GCA_902470365.1	102106	165190
GB_GCA_900761945.1	102106	165190
GB_GCA_900550815.1	102106	165190
GB_GCA_900548365.1	102106	165190
GB_GCA_958407465.1	102106	165190
GB_GCA_934643145.1	102106	165190
GB_GCA_900552895.1	102106	165190
GB_GCA_902490065.1	102106	165190
GB_GCA_900541855.1	102106	165190
GB_GCA_900761615.1	102106	165190
RS_GCF_015560135.1	102106	74426
GB_GCA_902479075.1	102106	165190
GB_GCA_019117005.1	102106	2838522
GB_GCA_019425005.1	102106	1965294
GB_GCA_003462965.1	102106	2292325
GB_GCA_905200715.1	102106	165190
GB_GCA_900546725.1	102106	165190
RS_GCF_000763055.1	102106	742722
GB_GCA_902465115.1	102106	165190
GB_GCA_900556205.1	102106	165190
GB_GCA_902478885.1	102106	165190
GB_GCA_900550835.1	102106	165190
GB_GCA_937925735.1	102106	165190
GB_GCA_902482615.1	102106	165190
RS_GCF_018785265.1	102106	74426
GB_GCA_902467875.1	102106	165190
GB_GCA_902465465.1	102106	165190
GB_GCA_959019945.1	102106	165190
GB_GCA_959600835.1	102106	165190
GB_GCA_900760385.1	102106	165190
GB_GCA_905208345.1	102106	165190
GB_GCA_902478865.1	102106	165190
GB_GCA_019414685.1	102106	1965294
RS_GCF_016900375.1	102106	626935
GB_GCA_900551655.1	102106	165190
GB_GCA_905208635.1	102106	165190
GB_GCA_900767675.1	102106	165190
GB_GCA_902490305.1	102106	165190
GB_GCA_900549215.1	102106	165190
GB_GCA_902475865.1	102106	165190
GB_GCA_905211535.1	102106	165190
GB_GCA_900541025.1	102106	165190
GB_GCA_958353395.1	102106	165190
GB_GCA_902494815.1	102106	165190
GB_GCA_958446785.1	102106	165190
GB_GCA_019425015.1	102106	1965294
GB_GCA_934654835.1	102106	165190
RS_GCF_002159335.1	102106	1965651
RS_GCF_015546965.1	102106	74426
GB_GCA_902472315.1	102106	165190
GB_GCA_900764415.1	102106	165190
RS_GCF_008014645.1	102106	2560852
GB_GCA_937926755.1	102106	165190
RS_GCF_023656745.1	102106	2949659
GB_GCA_900542175.1	102106	165190
GB_GCA_902491935.1	102106	165190
GB_GCA_900758475.1	102106	165190
GB_GCA_019414465.1	102106	1965294
GB_GCA_958447915.1	102106	165190
GB_GCA_902461405.1	102106	165190
GB_GCA_019419525.1	102106	1965294
GB_GCA_900541875.1	102106	165190
GB_GCA_958408685.1	102106	165190
GB_GCA_900557505.1	102106	165190
GB_GCA_002437815.1	102106	1946389
GB_GCA_902470905.1	102106	165190
GB_GCA_018382775.1	102106	1965294
GB_GCA_937923795.1	102106	165190
GB_GCA_947642445.1	102106	165190
RS_GCF_002160065.1	102106	1965585
GB_GCA_959606035.1	102106	165190
GB_GCA_900552755.1	102106	165190
GB_GCA_902466285.1	102106	165190
GB_GCA_900555355.1	102106	165190
GB_GCA_022739635.1	102106	1965294
GB_GCA_018373675.1	102106	1965294
GB_GCA_900549275.1	102106	165190
RS_GCF_003471985.1	102106	2292025
GB_GCA_958429225.1	102106	165190
GB_GCA_902475245.1	102106	165190
GB_GCA_900540995.1	102106	165190
GB_GCA_958347015.1	102106	165190
GB_GCA_905212545.1	102106	165190
GB_GCA_902488525.1	102106	165190
GB_GCA_958421035.1	102106	165190
GB_GCA_902495985.1	102106	165190
GB_GCA_900546375.1	102106	165190
GB_GCA_905197665.1	102106	165190
GB_GCA_019414545.1	102106	1965294
GB_GCA_905205145.1	102106	165190
GB_GCA_900551605.1	102106	165190
GB_GCA_902495525.1	102106	165190
GB_GCA_902495265.1	102106	165190
GB_GCA_958435945.1	102106	165190
RS_GCF_019041915.1	102106	2849179
GB_GCA_900549455.1	102106	165190
GB_GCA_902478825.1	102106	165190
GB_GCA_900541145.1	102106	165190
GB_GCA_902470915.1	102106	165190
GB_GCA_900554585.1	102106	165190
GB_GCA_934650095.1	102106	165190
GB_GCA_938023905.1	102106	165190
GB_GCA_902491895.1	102106	165190
GB_GCA_958428675.1	102106	165190
GB_GCA_900551665.1	102106	165190
GB_GCA_902475375.1	102106	165190
RS_GCF_018889955.1	102106	2844380
GB_GCA_900550515.1	102106	165190
GB_GCA_900544385.1	102106	165190
GB_GCA_902482035.1	102106	165190
GB_GCA_937937835.1	102106	165190
GB_GCA_902495545.1	102106	165190
GB_GCA_958427975.1	102106	165190
GB_GCA_958453575.1	102106	165190
RS_GCF_015670745.1	102106	74426
GB_GCA_958372035.1	102106	165190
GB_GCA_900757705.1	102106	165190
RS_GCF_005844325.1	102106	74426
GB_GCA_902462065.1	102106	165190
RS_GCF_000156175.1	102106	521003
GB_GCA_905207425.1	102106	165190
RS_GCF_028206995.1	102106	74426
RS_GCF_015556945.1	102106	74426
GB_GCA_902494135.1	102106	165190
GB_GCA_900545665.1	102106	165190
GB_GCA_014871605.1	102106	1965294
GB_GCA_902465015.1	102106	165190
GB_GCA_900757615.1	102106	165190
GB_GCA_934630735.1	102106	165190
GB_GCA_902494465.1	102106	165190
GB_GCA_900757465.1	102106	165190
GB_GCA_019414555.1	102106	1965294
GB_GCA_022745215.1	102106	1965294
GB_GCA_900551305.1	102106	165190
GB_GCA_902489515.1	102106	165190
GB_GCA_958438955.1	102106	165190
RS_GCF_028207065.1	102106	74426
GB_GCA_900541065.1	102106	165190
GB_GCA_900545995.1	102106	165190
GB_GCA_934654795.1	102106	165190
GB_GCA_902494715.1	102106	165190
GB_GCA_018382295.1	102106	1965294
GB_GCA_958403205.1	102106	165190
GB_GCA_934654585.1	102106	165190
RS_GCF_902501965.1	102106	2650472
GB_GCA_900541475.1	102106	165190
GB_GCA_900553215.1	102106	165190
RS_GCF_003465825.1	102106	2292207
GB_GCA_959605475.1	102106	165190
GB_GCA_958412345.1	102106	165190
GB_GCA_902496335.1	102106	165190
GB_GCA_902478965.1	102106	165190
GB_GCA_902470895.1	102106	165190
GB_GCA_900548495.1	102106	165190
GB_GCA_958352845.1	102106	165190
GB_GCA_902496005.1	102106	165190
GB_GCA_900541805.1	102106	165190
GB_GCA_902475615.1	102106	165190
GB_GCA_958413895.1	102106	165190
GB_GCA_902480795.1	102106	165190
GB_GCA_902473205.1	102106	165190
GB_GCA_900541725.1	102106	165190
GB_GCA_902490445.1	102106	165190
GB_GCA_934654765.1	102106	165190
GB_GCA_938023705.1	102106	165190
GB_GCA_022713905.1	102106	1965294
GB_GCA_958451615.1	102106	165190
GB_GCA_902496455.1	102106	165190
GB_GCA_900544135.1	102106	165190
GB_GCA_900752425.1	102106	165190
GB_GCA_958418185.1	102106	165190
GB_GCA_008680965.1	102106	74426
GB_GCA_902490405.1	102106	165190
RS_GCF_015561195.1	102106	74426
GB_GCA_900754075.1	102106	165190
GB_GCA_902494245.1	102106	165190
GB_GCA_902494545.1	102106	165190
GB_GCA_030826265.1	102106	74426
GB_GCA_900548075.1	102106	165190
GB_GCA_900548265.1	102106	165190
GB_GCA_900541885.1	102106	165190
GB_GCA_937950415.1	102106	165190
RS_GCF_900199705.1	102106	1937461
RS_GCF_001405375.1	102106	74426
GB_GCA_900542945.1	102106	165190
GB_GCA_900768795.1	102106	165190
GB_GCA_959599635.1	102106	165190
GB_GCA_938023335.1	102106	165190
GB_GCA_900768265.1	102106	165190
GB_GCA_959604825.1	102106	165190
GB_GCA_008668235.1	102106	74426
GB_GCA_937997605.1	102106	165190
GB_GCA_958415525.1	102106	165190
GB_GCA_900543845.1	102106	165190
GB_GCA_937958315.1	102106	165190
RS_GCF_003469205.1	102106	2292315
GB_GCA_900556705.1	102106	165190
RS_GCF_015554145.1	102106	74426
GB_GCA_959026725.1	102106	165190
GB_GCA_959596505.1	102106	165190
GB_GCA_902493895.1	102106	165190
GB_GCA_902468045.1	102106	165190
GB_GCA_900555515.1	102106	165190
GB_GCA_900545745.1	102106	165190
GB_GCA_958431945.1	102106	165190
GB_GCA_900541055.1	102106	165190
GB_GCA_902464175.1	102106	165190
GB_GCA_937995345.1	102106	165190
GB_GCA_900543945.1	102106	165190
GB_GCA_900540855.1	102106	165190
RS_GCF_002232035.1	102106	2018038
GB_GCA_902475525.1	102106	165190
GB_GCA_900541135.1	102106	165190
GB_GCA_900544235.1	102106	165190
GB_GCA_900550355.1	102106	165190
RS_GCF_902364945.1	102106	74426
GB_GCA_958447445.1	102106	165190
GB_GCA_934654605.1	102106	165190
RS_GCF_005845035.1	102106	74426
GB_GCA_900555585.1	102106	165190
RS_GCF_003459505.1	102106	2292221
GB_GCA_900542085.1	102106	165190
GB_GCA_902492855.1	102106	165190
GB_GCA_900548255.1	102106	165190
GB_GCA_900755005.1	102106	165190
GB_GCA_900541245.1	102106	165190
GB_GCA_900757595.1	102106	165190
GB_GCA_900544645.1	102106	165190
GB_GCA_937925265.1	102106	165190
GB_GCA_900761145.1	102106	165190
GB_GCA_902469055.1	102106	165190
GB_GCA_905202145.1	102106	165190
GB_GCA_905202925.1	102106	165190
GB_GCA_958407555.1	102106	165190
GB_GCA_014871665.1	102106	1965294
GB_GCA_902496775.1	102106	165190
GB_GCA_902493545.1	102106	165190
GB_GCA_900546105.1	102106	165190
GB_GCA_934630375.1	102106	165190
GB_GCA_937949355.1	102106	165190
GB_GCA_900757285.1	102106	165190
GB_GCA_947507155.1	102106	165190
GB_GCA_900540905.1	102106	165190
GB_GCA_902464495.1	102106	165190
GB_GCA_902492545.1	102106	165190
GB_GCA_900552345.1	102106	165190
RS_GCF_009876115.1	102106	74426
GB_GCA_902490095.1	102106	165190
GB_GCA_900540935.1	102106	165190
GB_GCA_900548815.1	102106	165190
GB_GCA_902491415.1	102106	165190
GB_GCA_902493615.1	102106	165190
GB_GCA_900540095.1	102106	165190
GB_GCA_959599095.1	102106	165190
GB_GCA_900552145.1	102106	165190
GB_GCA_902475445.1	102106	165190
RS_GCF_010509075.1	102106	411903
GB_GCA_900549535.1	102106	165190
GB_GCA_902497025.1	102106	165190
GB_GCA_902478985.1	102106	165190
GB_GCA_958423535.1	102106	165190
GB_GCA_900552295.1	102106	165190
GB_GCA_902471785.1	102106	165190
GB_GCA_902466075.1	102106	165190
GB_GCA_900554655.1	102106	165190
GB_GCA_000434535.1	102106	1262850
GB_GCA_014871655.1	102106	1965294
GB_GCA_900545615.1	102106	165190
GB_GCA_900760245.1	102106	165190
GB_GCA_902470815.1	102106	165190
GB_GCA_900544725.1	102106	165190
RS_GCF_002161805.1	102106	1965630
GB_GCA_937989795.1	102106	165190
GB_GCA_900762405.1	102106	165190
RS_GCF_902501475.1	102106	74426
GB_GCA_902470095.1	102106	165190
GB_GCA_900546425.1	102106	165190
RS_GCF_015558785.1	102106	74426
RS_GCF_015670795.1	102106	74426
GB_GCA_019414605.1	102106	1965294
GB_GCA_958413455.1	102106	165190
GB_GCA_018380195.1	102106	1965294
GB_GCA_900550595.1	102106	165190
GB_GCA_902406155.1	102106	165190
GB_GCA_900551975.1	102106	165190
GB_GCA_900760215.1	102106	165190
GB_GCA_949285915.1	102106	165190
GB_GCA_900551625.1	102106	165190
RS_GCF_003469185.1	102106	2292316
GB_GCA_958346935.1	102106	165190
GB_GCA_905193815.1	102106	165190
GB_GCA_900551185.1	102106	165190
GB_GCA_905199225.1	102106	165190
GB_GCA_902491395.1	102106	165190
GB_GCA_958429025.1	102106	165190
GB_GCA_902464035.1	102106	165190
GB_GCA_938033205.1	102106	165190
RS_GCF_900119895.1	102106	1871016
GB_GCA_905197385.1	102106	165190
GB_GCA_959599915.1	102106	165190
GB_GCA_900552705.1	102106	165190
GB_GCA_900544845.1	102106	165190
GB_GCA_937925715.1	102106	165190
GB_GCA_902493855.1	102106	165190
GB_GCA_019414265.1	102106	1965294
GB_GCA_902494945.1	102106	165190
GB_GCA_934675795.1	102106	165190
GB_GCA_900549135.1	102106	165190
GB_GCA_959021055.1	102106	165190
RS_GCF_009696325.1	102106	2605779
GB_GCA_019414245.1	102106	1965294
GB_GCA_905211615.1	102106	165190
GB_GCA_958424475.1	102106	165190
GB_GCA_900552425.1	102106	165190
GB_GCA_900554595.1	102106	165190
RS_GCF_000317575.1_rep8	102115	111780
RS_GCF_000317575.1	102115	111780
RS_GCF_000317575.1_rep3	102115	111780
RS_GCF_000317575.1_rep6	102115	111780
RS_GCF_000317575.1_rep1	102115	111780
RS_GCF_000317575.1_rep2	102115	111780
RS_GCF_000317575.1_rep4	102115	111780
RS_GCF_000317575.1_rep5	102115	111780
GB_GCA_019359535.1_rep7	102231	2839657
GB_GCA_019359535.1	102231	2839657
RS_GCF_000317555.1_rep0	102231	1173026
RS_GCF_000317555.1_rep5	102231	1173026
GB_GCA_937930495.1	102231	259955
GB_GCA_019359535.1_rep6	102231	2839657
RS_GCF_000317555.1_rep3	102231	1173026
GB_GCA_019359535.1_rep5	102231	2839657
GB_GCA_007693955.1_rep6	102231	2480214
GB_GCA_007693955.1_rep1	102231	2480214
RS_GCF_000332035.1_rep0	102231	102232
GB_GCA_019359535.1_rep3	102231	2839657
RS_GCF_000332035.1_rep4	102231	102232
GB_GCA_937930495.1_rep1	102231	259955
GB_GCA_937930495.1_rep8	102231	259955
RS_GCF_000317555.1	102231	1173026
GB_GCA_019359535.1_rep1	102231	2839657
RS_GCF_000317555.1_rep2	102231	1173026
GB_GCA_937930495.1_rep6	102231	259955
GB_GCA_937930495.1_rep3	102231	259955
GB_GCA_007693955.1_rep4	102231	2480214
GB_GCA_937930495.1_rep5	102231	259955
RS_GCF_000332035.1_rep2	102231	102232
RS_GCF_000332035.1	102231	102232
GB_GCA_019359535.1_rep4	102231	2839657
GB_GCA_007693955.1	102231	2480214
RS_GCF_000332035.1_rep1	102231	102232
RS_GCF_000317555.1_rep8	102231	1173026
RS_GCF_000332035.1_rep8	102231	102232
RS_GCF_000332035.1_rep3	102231	102232
RS_GCF_000317555.1_rep1	102231	1173026
GB_GCA_007693955.1_rep8	102231	2480214
GB_GCA_019359535.1_rep8	102231	2839657
RS_GCF_000317555.1_rep4	102231	1173026
GB_GCA_007693955.1_rep0	102231	2480214
GB_GCA_007693955.1_rep7	102231	2480214
GB_GCA_007693955.1_rep3	102231	2480214
RS_GCF_000332035.1_rep7	102231	102232
GB_GCA_007693955.1_rep5	102231	2480214
RS_GCF_000332035.1_rep5	102231	102232
GB_GCA_000317655.1_rep0	102234	292563
RS_GCF_000317675.1	102234	755178
GB_GCA_002813895.1_rep2	102234	2054282
GB_GCA_000317655.1_rep3	102234	292563
RS_GCF_947331815.1_rep8	102234	2976343
RS_GCF_015207825.1_rep6	102234	1828756
RS_GCF_015207825.1_rep0	102234	1828756
GB_GCA_015272165.1	102234	2747814
RS_GCF_947331815.1_rep7	102234	2976343
GB_GCA_000317655.1_rep6	102234	292563
GB_GCA_000317655.1_rep2	102234	292563
RS_GCF_000317675.1_rep6	102234	755178
RS_GCF_000317675.1_rep3	102234	755178
GB_GCA_015272165.1_rep2	102234	2747814
GB_GCA_002813895.1_rep5	102234	2054282
GB_GCA_000317655.1_rep5	102234	292563
RS_GCF_947331815.1_rep6	102234	2976343
RS_GCF_015207825.1_rep5	102234	1828756
GB_GCA_015272165.1_rep6	102234	2747814
GB_GCA_015272165.1_rep0	102234	2747814
RS_GCF_947331815.1_rep0	102234	2976343
RS_GCF_000317675.1_rep4	102234	755178
GB_GCA_002813895.1_rep4	102234	2054282
RS_GCF_947331815.1_rep5	102234	2976343
GB_GCA_002813895.1_rep0	102234	2054282
RS_GCF_000317675.1_rep7	102234	755178
RS_GCF_000317675.1_rep0	102234	755178
RS_GCF_000317675.1_rep1	102234	755178
GB_GCA_000317655.1_rep7	102234	292563
GB_GCA_000317655.1	102234	292563
RS_GCF_015207825.1_rep4	102234	1828756
RS_GCF_015207825.1	102234	1828756
GB_GCA_015272165.1_rep8	102234	2747814
GB_GCA_002813895.1_rep1	102234	2054282
RS_GCF_015207825.1_rep8	102234	1828756
GB_GCA_015272165.1_rep4	102234	2747814
RS_GCF_947331815.1_rep2	102234	2976343
RS_GCF_015207825.1_rep1	102234	1828756
GB_GCA_000317655.1_rep1	102234	292563
RS_GCF_947331815.1_rep4	102234	2976343
GB_GCA_002813895.1_rep7	102234	2054282
RS_GCF_947331815.1_rep1	102234	2976343
GB_GCA_015272165.1_rep7	102234	2747814
GB_GCA_015272165.1_rep5	102234	2747814
RS_GCF_000317675.1_rep5	102234	755178
GB_GCA_000317655.1_rep8	102234	292563
GB_GCA_000317655.1_rep4	102234	292563
RS_GCF_000317675.1_rep8	102234	755178
RS_GCF_947493425.1_rep7	1023	432653
RS_GCF_000169175.1_rep3	1023	313606
RS_GCF_947493425.1_rep5	1023	432653
RS_GCF_000169175.1_rep6	1023	313606
RS_GCF_947493425.1_rep8	1023	432653
RS_GCF_000169175.1_rep8	1023	313606
RS_GCF_947493425.1_rep3	1023	432653
RS_GCF_000169175.1_rep7	1023	313606
RS_GCF_000169175.1_rep5	1023	313606
RS_GCF_000169175.1_rep1	1023	313606
RS_GCF_000169175.1_rep0	1023	313606
RS_GCF_947493425.1_rep4	1023	432653
RS_GCF_947493425.1_rep2	1023	432653
RS_GCF_947493425.1_rep1	1023	432653
RS_GCF_000169175.1_rep4	1023	313606
RS_GCF_947493425.1_rep0	1023	432653
